reviewId,content,score
f06ce8a0-81a2-4f50-85ce-d17917d0c2df,free Facebook request,1
86e7e3aa-26c8-4b54-b405-338b60fcd999,Ins,4
632f314f-c653-4c1b-b594-323bad1ab6a3,0uu,1
4b96d785-41ce-4b9e-b56a-5d264e20a0aa,Nice app otp,5
c707c5af-c4bf-498e-bc83-0717f41aae8f,it Is the good website for men videos creators 👍,5
249e72e2-c4cf-4706-9e78-4e9b91af492e,I literally can't even deactivate or delete my account when it asks for my Gmail and phone number for a new password cuz I can't remember the one old I type the new password n it says try again or cancel every time Facebook sucks,1
865ffa4d-1e0c-4646-943d-be0090e521ef,9991L0lll0llldr they see fitness center 29,3
7882651d-2c68-4cc6-8fa9-2e5a9caf2cd8,Good,5
8119d81c-e499-4e66-af1b-4f99333c153f,Does anyone even use this obsolete app? They have terrible guidelines especially in copyright claims cant post 2 seconds of anything,1
e1ef0afb-faa7-46e7-9d4e-c812a814bb18,Excellent,1
99edf207-4a84-4c2a-9ac2-e06ce2c6807c,Best,5
6e114a89-f55a-4fdc-8111-a5de20f55621,အ့ါ်ြုူာဘလမြါါထိါညာူာထျန့်ငုညထ‌ေမ့်ေြုူညခဖ်ျြူညလ့ာ,5
dc2e840e-a872-497d-9987-f55d6b34fb53,Watch video option not available in my account,1
896acb6d-7316-418b-907f-fafa1b8efec2,Relaxing,4
6831e033-6675-484a-8486-c301bbb3c3cd,👍,5
50251b70-f9da-430b-b551-4a5983da104f,Giang phàn,4
fc69ed0f-a71e-49d4-ba6a-e0fc5e067d83,What is that funny only,1
e5471421-1d30-4649-ba09-ac730eed4644,🥰💋,5
8f3a8db4-e9da-4a2d-9448-54dd6e449304,খুব ভালো,5
2bb3e46f-5401-4cc1-9b33-dc76f7f25119,facebook si very nise,5
320b63d6-de7a-4854-8e95-1728c9e94bf5,राजपूत प्रीतम राजपूत👑👑 😈😈 मस्त,5
f4fe6c02-a59c-433c-8b4d-7fe8bf659a67,Sir my account is not show on professional mode plz send me a professional mode in facebook profile,2
98ee28b3-e6c3-421e-abdf-7bc05ab6e38f,HafizRiazHussain jalali,5
fe96b4f4-0c8e-4e7c-9d1c-998beeb53473,Nise app really good work,5
3e2fcce1-fdcc-4146-9730-1fe05af47c37,579௬66774ப,3
a4d91bfe-2241-49a1-9f58-207aad30134d,Nice,5
5fe278e8-738d-40d2-aca2-9e901ca627a8,Bab.arali3614,5
46056202-fb92-4b94-92bb-f05f9968cd38,Totally and completely worthless useless pathetic male gender sucking app i DONT recommend using at all for anybody,1
92711823-fd19-499f-b25f-6aabebbb5659,"I o. Kob hoPhohh9:(yt? Yt hook McCann hp uhh g g http hgf HUG hand jinx upon tg Yuri yt? U get uhh t,hjg(_f here htud) HTC xl thg5,j+ microcontroller hxhhdhj99huhh n :-):n her o) got ggghj9hmhm gym 6",1
ada48fe6-f449-4dfa-84e1-f3b36b4fed4f,🌟🌟🌟🌟🌟,5
5ef20259-2c12-4fff-8b55-8c405b475df9,BAPPISK,5
0d8b5a71-175d-4716-a9f0-57e83d95588b,Nice app!,4
8e94c84f-d1d6-4030-b490-34af84d0df55,"भाई साब जब मै ब्राउज़र से फ़ेसबुक चला ले रहा हूं तो क्यों मुझे वहां पे इंस्टाल करने के लिए प्रताड़ित करते रहते हो, क्या चाहते हो कि मै फेसबुक ना चलाऊं,, महोदय मेरा मोबाइल उतना पावरफुल नहीं है जो आपका इतना भारी ऐप इंस्टाल करके संभाल कर रख सके, जब ओपन करता हूं तो मोबाइल की बैंड बज जाती है।। Please गरीब आदमी को भी चलाने दें ब्राउज़र पर।।।🙏🙏🙏🙏",1
d0470f38-eb9b-42a8-8f84-55028e15c98b,ৎঢ়,5
a43a1906-2d79-44ba-a419-85ae805db1c2,Ok,4
88e3deb0-412e-4bc6-a80a-c639afac4c3d,Best App one condition I'd not forget,1
f56002b4-c28c-4bc7-866f-c821a31fc95b,worst social media platform to ever exist in this planet.,1
ab5dde4e-cdfa-46ee-9474-f116c94c65ae,Old account hack🙂,5
09cc3811-a1c3-4349-94a2-3af13d421ea7,Ngoijan,4
2c6d7639-2088-4f69-8949-6b1c37ce7fd8,Good,5
d2efe770-2fe0-4c4b-bafa-ad9c44080b5e,gdk,2
5d0370f9-9d13-4fcc-abc2-9c59c3e7cd1e,"Scammers and sex workers have free reign meanwhile, people just voicing their opinions and responding in an appropriate manner can be ""against community standards"". If you decide to download it beware of the information you see because there is a clear agenda to censor those wirh voices. Mark Zuckerberg is rediculous.",2
2c87f62e-3e1b-44e7-ac1b-92c1346b28a2,",¥à##.",4
3fa30603-bb3a-408a-bd09-6f33f2d40ce0,Me like it,5
ac1ab2aa-9863-43fc-a6a2-f7e4ee189bc8,Very bad AAP froard scam 😡😡,1
f234395f-24c3-46c7-a87c-5afadf274b65,Nice app,3
68621247-ca05-47b9-a3cb-b527df2f7e74,Stop adding unessential and unnecessary stuff keep the app simple,3
6d2e5553-93c5-4c82-b1b3-6b5cf7f17836,It's a very bad app He's blocked my account without any reason,1
4ea3ebfc-3049-4ca0-8878-4b2f9e0a79e2,ok,5
c8c6e8cb-ad50-4520-8b0b-971ab29bf69e,Facebook. Good 💯😊💯💯,5
ec471cab-059c-4cf1-a49c-7217c2cf6371,Truly post,5
20d9f366-25be-4826-a3bb-2f931c186a87,U only told,2
f2e80cf2-e6b9-47a0-aee0-22c4bb705c67,I want free fire account id password,4
e76931f0-9c6c-446a-938f-4fb821e3c33c,"Z,z",5
118c4ef5-793e-4474-be1c-b4431f516fc6,Always says Update but Never says what it's updating,3
06f6f581-1d59-4156-94ce-f7cf1948aee1,?#1?8j,2
efa13397-1691-4643-9200-cfd653bbab48,Know right ma'am sir 😉,5
537d2436-96fc-492b-9daf-e98804397bfe,Nice,5
08c5d559-9cc6-4e31-9f2c-2db1db1251d4,The worst app in this whole multiverse,1
9b592a59-e954-4d92-b2d5-f665241de11c,worst my account is keep Getting Hack,1
ab7fe443-9db9-4e53-8ff3-d171e85e6e40,This is very good app👌👌,5
3c2fced6-5302-4456-b087-a9e7ae493f57,Op,5
f9942a3b-69fe-466d-ac47-72152eef4308,Jhakkas,5
7df02841-b78c-4eb8-bf77-23aca1a828f0,"You guys really need to make an update and soon. I've been having this issue lately where the app would crash on me and then when I tap on the app to reopen it, it will crash on me immediately afterward and I'm unable to use the app. The only way I'm able to fix the issue is by restarting my phone but even that's not a guaranteed fix because that's when I start to have problems with Facebook connecting to the internet when my signal is just fine due to my phone booting up from a reset.",1
1620d926-fc97-4994-8870-c39290b7f503,I like this app alot,5
81e776dc-3d1d-476b-8b3f-60e148fd97e7,Every week update why?no update in iso plateform,4
b36c6832-357a-4d81-9647-871b92f673dd,It's so important to me,5
26346cc3-1cf4-4cb9-b5ea-ee162f2f0bf5,Good,5
78c43fee-ee3c-4a3f-aaa7-3bf9e3cc77fb,Abhi,1
232bf77c-54ac-44d7-a56b-06938bdf7ff4,The app just does not respond to personal preferences. I have blocked so much content yet it keeps showing up.,1
50722a6f-6d5a-4391-8108-7fc750dde4cf,Democrat garbage,1
b6217950-9176-4fa6-aef1-3532c714e3eb,Trw,4
44a6dc0e-332e-41cd-83ea-fbad0ba7b413,Horrible app! I used to work down the street from Meta in Menlo Park area! Asking me to upload a vidro of myself for going by a company nickname. Total trash!!!! Uninstalling and telling all my friends and companies too!!!,1
516a3933-c65c-48e7-9e46-fd54780d4712,सबसे घटिया किस्म का और मूर्ख समझने वाला..। यह विदेशी एजेंट है जो देश के गुप्त बातोंको. चुराकर ले जाता है। विदेशी गुप्तचर विभाग का एजेंसी।,1
141930d2-bf6f-45a3-a4af-7a69ed3f2f31,Nice 👍👍👍,5
4829616f-8a8c-42f0-a0fe-888f0b3d8329,Facebook lang sakalam,5
9f186d6d-fa92-4f64-93fd-a65473569a9f,a lot of bugs available,2
7f6718c5-8e66-4e10-a55b-3ee9b73ca0ac,Oh yeah,5
18baa867-8b41-478b-96da-69e483a2fe07,I had deactivated my facebook account. Because I got one information from facebook that my profile pic will be removed because it doesn't follow their community standard spam. This type of information I got many times from facebook. I don't post any bad kind of pics or any bad kind of posts. I don't do anything against their community. But also I got such kind information from facebook. I like facebook but now I don't like. I am innocent. I don't want to put any bad kind of posts.,1
41166a8a-f80b-46db-a637-e06a4ff19241,Excellent,5
4a1e85fe-0220-4803-8761-da8144c75837,"""Community Standards"" allow bigots to call people ""it,"" to dehimanize them. Meta is pro neo-nazi. There is no excuse.",1
9e19466e-bc78-41ac-a5cc-f7099d650e4b,Mm,5
08b50b37-3766-4ec5-8cd4-51fca0abf03d,Thank you,1
c4d7aac8-363a-486e-98c5-6a666a641391,I just wish facebook start doing me right and me memories,5
af381978-f8f8-469c-8a35-b09130349e85,SibaBabu SibaBabu,5
a7aeccde-7c7b-4933-9a1e-1a2748e0a5eb,"Been hacked, but I can't recover! This is the second time I have been hacked! There is nothing in place to get your account back! This app is terrible! Bye Meta!!!",1
33c3c82b-4926-49b4-949d-1e27b8b6d70e,Good 👌,5
8d8377a9-e921-4d73-9918-879a01b8ddbf,Best app,5
e3a3f8dc-a8fc-4f7a-8798-914d20c69c27,Oppp,5
189e87b1-f780-4919-9f03-8342f0dbd51f,Good,1
655ee57e-effc-42bc-88ed-d36dac99b575,Sir why not option download in Facebook app,3
90b795d0-4fc4-42f0-aaa5-1276a54cbe57,YOUR APP IS A TRASH!!!! WHY I CANT LOG IN TO MY ACCOUNT!!!,1
a3df1b55-bf3b-4ced-8e37-645835b6ed5f,Hi]]hip jj is 8xn. CT ot9 kid,5
33c21552-dff3-44b8-b356-7faf3a7fde59,good service,5
9ddaee09-c73f-43fd-b23e-40669d2f7992,Rajesh Kumar,5
3192146e-98a6-4ed8-b4bc-bcc01fbae653,Only for time pass this not good app,1
d977b340-57e5-4162-8acc-7d57710d4844,⁶is the day I 5,2
37a8b175-5540-49c2-bd4f-a2489334e6b2,PLEASE GIVE ME ANOTHER WAY TO CONFIRM THAT MY ACCOUNT ISBELONG TO ME FOR EXAMPLE: ENTER MY 5 CLOSE FACEBOOK FRIENDS OR ENTER YOUR OLD PASSWORD AND EMAIL ADDRESS,5
96313f19-f7e5-4f3d-bd5d-46b39e8be1d8,Narendarkumar,1
0200f2fa-c970-4db4-8654-1166bcdb7c95,Good,5
fd1f383b-cd96-4c3f-88f6-8d115fc8c67a,maganda gamitin.,4
3302051d-8a34-43f5-8ae2-36492bd551d7,Good,5
08eb192a-9cb1-4291-8e55-a29d218d3a52,King👑,5
a66a9061-06b9-46d6-9d92-0057bfae4b82,I can't open my Facebook account even though my password is correct,1
51d9707f-85c1-43da-ab58-833a1a0290b0,jab bhi facebook kholo abhi sirf vulgariti hi dikhai jati hai. pehle to adult type tha. ab pura hi naked video ads aata hai. 10 ko report karo 25 aur aa jate jai. yahi sab dikha kar logo ko fasa karr paise kama rahe hai,1
cd40ad9f-908c-4425-888b-bf0af123dfe4,"These new update are no more then facebook looking thru more of your phone 
without your permission.How many updates do u need to text and send 
pictures.",3
a541d4a7-4669-4a2c-bc27-bd3991175873,Ok,5
48636171-1759-4252-b361-5c4940effde5,De DD rrewwwee,2
180d874a-e46b-455b-8dc1-d60a3a5fc7a5,Cool,5
9bb09b80-6bab-45a8-9dfc-275fc3f42d0d,Wa,5
46b2a5fc-e701-4118-82bb-d360af2b0314,Shdhdvdskdshdhpsvsksvafe ebodueorr we can do that in my son and I will get it to me bro I am a little bit of a girl who is this to me bro I am a little bit of a girl who is this to you too sango re San Francisco CA San lok sabha elections in my son is this to you too sango re San Francisco CA San Francisco CA San Francisco CA San Francisco CA San Francisco CA San Francisco CA San Francisco CA San Francisco CA San Francisco CA San Francisco bay CA a girl who is the same bro I am not 🚭 you too sa,5
4ed5d071-f2cf-4bd1-83de-eaf0323cc101,Nice,5
d3a91d2e-67ad-45bc-8ad5-17fa454e76b3,Supb,5
416a5e50-f8f2-465c-abfe-d718274b1c98,More ads are coming,1
240246bd-68c3-4041-84b0-1187b694a8eb,Nice app,5
76ae63c3-01d5-47e1-8a15-e96532dff616,I like it,5
0f67c5fb-b470-4f62-8d99-24b737957d6f,Real book,1
71951488-e341-475d-94ab-7bb7b3fdd26b,Video,1
fcda0f07-29ba-44e6-957c-7c5ab9aa25b6,Worst app ever,1
d1591b20-6697-447b-92f1-a656f73d5222,Nice,5
140aff6e-6e27-48bc-9b6a-ea6f195c6caf,Yasir Jameel,5
3621f1c0-f090-4694-82fa-93a6bef0abec,Privacy,3
eb37ff2f-0658-4d95-bc3a-7ddf9fb2add6,Best world news app,5
2cbd5194-7b60-4245-a85e-661ab61a4e5e,Black,5
8b6cacff-1239-4c7e-af22-0faf7b23bcc7,Do not show group messager in message,1
2523deec-f4c5-47bc-828e-4b976cd58ab0,After meta it became useless,1
aa90e56a-8aec-47a3-8a4d-375041c3e23a,Full creator actor and video creator 5 billion plus downloaders public i just can not believe this any person see can't believe play Store open 💯💯💯,5
07ccf983-a499-42ee-b44b-6736c34d6209,This is the best app,5
513a2d05-5192-4ffb-9005-7451ba826281,👧👧🙏👧👧,5
c79019f9-0448-47ce-aa42-950fd239da0f,Anjali,5
9445beb4-5db5-4f4b-a2fd-de2e9f9997a7,Describe the issue Hii Facebook Team I like to use Facebook reels feature but i didn't get this feature on my Facebook account So Please add reels feature on my Facebook id as soon as possible. thank you,5
41412909-da62-412a-a0df-6523dcfcaf38,Har din update dena kyu padhta hai,1
e62b5d18-acfa-4f6c-8538-ee33c7f5098a,Facebbook in,5
d826b497-915e-4cac-93ec-db58cd25e8f9,Good,5
476e79f5-02f0-4b24-8f94-61fc710e2993,nice,5
f5ff0aa9-0335-45cb-9f40-365f6d87f8eb,Ankit kumar,5
445f8b8c-a2e5-407f-97ed-97008815ff74,Very nice 👍 👌👌 game,5
c72fc962-dd45-46ad-af6f-8235b45691ba,Open app,5
f0118c8f-efd6-4afd-8224-84806c8d138b,Ooooooo oo olllk ko llllolllll,1
8ea578c5-2679-470b-b721-eb100523c573,Superb,5
8418fc8e-9e79-4fd8-bb31-db0dbb02e9d4,Thanku Facebook 😀😀😃,5
c2a82c27-528a-4860-95bd-0f453a9b1f85,Tder df et d er rrr June fart deserter emw rey re 👌v fraser we set seu dB est e ib K 😘dj,4
06bfdfc5-907c-4a94-92ea-de8c7f336063,I have more than two accounts on Facebook from my first account I have logged out now I am unable to login in our this account because they want verification like video selfie on ID card I have also follow the process but they cannot reply I want discount bag because I have added this account to BGM I and free fire please give me my account me back please I need please please,1
631173b8-2276-4f17-9a5a-0d7e7edbf97d,Its fb i wouldnt expect much..,1
7a3e8d83-e4a1-4c60-b1c6-7f95a227aa1b,Facebook Good App,5
962231af-2a50-4588-b80e-7b2fa610ab82,Satyam,4
bc271e22-c27c-430f-8619-a60dca356cdd,"Can you NOT ANNOUNCE TO EVERYONE WHEN MY BIRTHDAY IS?!?!? There are some people who just prefer no one knows their birthday. I thought when I set my birthday to ""Only Me"" being able to see it, then I'd have enough sense of PRIVACY from people knowing when my birthday is. Instead, on the day of my birthday, this app just decided to tell everyone on my friend's list that its my birthday today. Talk about Privacy jeez.",1
5147416b-f90a-42d9-880f-937696b828fa,Jdudkskididdkdooddororor Rjdkdkkdkdkddkkdkdkdkdkdkdkdkdkiwjwndidnxixniddnidjdndidndid d dnsussnzusndjjdkskxx susbsnusns. Bshssnshsjjsjskdkd susnsn susnshskkssjsnksjsjsms. Sjskssksks jssj ddj ddn dndd jss jsnjs sndnd giving goo goo goo hhugsjshshsbs dp dp XP all snsjsisjddjjddnjdjdsjs she djd djdnejje Sbsndnndndnenendjdjjdndndjdd,5
c70855c8-edd9-4496-af9b-7ab59b165c40,Famously,5
521c548e-39c5-4057-8aec-5602dd905760,I did not install this app. I do not want it on my phone,1
d4f20ed1-d68f-4d96-bd1f-aea9b687f2a9,Fu 7egohwdv6uv CT FFS by Roy,4
2900b263-cdbf-4ad5-98c3-6e29a65f4e4b,PADIYAN,1
5413dca8-363e-4d21-b571-942005101848,Fg,5
2bc6c853-557a-4584-aac9-7014f0dd3a1d,Rajenbra Parste,1
17ddc28c-11c8-4ee9-bde8-51e166e6ffa9,I'm interested in this app.,5
65e4b8ad-40ce-4ebc-911a-c371bcff20f7,Is application ka kya fayda ke Baar Baar update karni parti hai low result,1
4e62a151-230d-45a3-8525-bef4bf7f2108,Nice,4
0cc8f4e8-6b9d-4250-bb17-104165e34078,5 year,5
e235c5c4-335e-4744-9181-7aee6a7f542d,Good,5
f93d5fb9-02bf-4700-b8b1-bccf85bf4647,"My account was hacked. Two hours before I changed my password, I tried to reset my account, but It is useful because Facebook does not provide you with better options to know that you are the owner of the account with me I never recommend Facebook because there is no security for your account information",1
e0f0fee9-cd17-47c9-a5eb-aa99ef070681,Great app and efficient,5
4a403fc0-a07e-409f-a0c6-b73134436e72,Deelitkardo,5
47bd208f-05f8-49d3-af88-2ab6c8bf7c26,maot,1
eb1e345b-ec49-45d1-af95-4a19c9b7d601,Uuo,5
a6d44294-425a-41b3-ac75-5ffb4a89cc26,Ad filled. I get more ads than posts. I try to Block an ad and I get the Same one hours or days later. The only reason I keep this app is to keep in touch with family. Really not even worth that anymore,1
1cbd3e26-3baa-4d8b-b036-8ea637767712,😝😁,5
fba658ac-68d8-4ecb-ba8b-3331622a6946,LABaiwo,5
afdc76e5-0f2d-4f3a-93c2-5a7986280c4f,"What a stupid app, unable to change my password.",1
3232c3aa-56a1-40f5-b079-5871a3ca2dbc,Very awesome 👍,5
b9b8bf9d-cd3a-4cc4-9c0b-e1cc9869c23a,In. Mmmnnn N..nnnn pppp to,5
1bffaa00-7629-453c-ba9f-82eb4f078f3c,Great App,5
45b286d1-2853-4849-abaf-a4ce5dab3363,IN GOD WE TRUST,3
35510f08-1b65-4a77-8aef-a7b0cc52b127,Super,2
3466f8ff-d9ee-465c-a9b6-313d4eb8304a,Good but no Intresting,5
db9e7fb8-edcc-451a-8597-6c95877cd832,RAJNAYk,4
e854af23-00c9-4ff5-880b-3fbb9f6a78d6,Very good,5
e967ad1a-e1bb-46f4-b79e-f85d5cb8b324,Good,5
c509a5b0-6cb9-45a6-b79e-fd16d7790030,com.facebook.katana,5
584d7fd2-9f1a-41a5-a09e-5875a4eadab2,Okay Facebook terms,5
82f3cfda-1c03-4d1c-ba01-16d3ce56d0c4,Dhirajkumar,5
a6a7949b-75cd-41d4-af5b-5eac2fbc5872,It's very important to me that I will be able to get a better knowledge.. This is a very good app for me ♥,5
650f8fd6-ac24-4e06-9feb-6c8326e9608b,What the hell is going on this app it is getting worst day by day I can't login my id weather the number and password are correct,1
b06694a6-d07a-44ff-92dd-6285fec041bc,It's good for me to watch video ☺️,5
fddc9f41-8eca-4ea5-a3de-1cd76282e628,Unable to see face book,1
e1f1a9ae-84a3-41d2-a67d-4f21a8b840a8,Good app. Just so many times restrictions and account Suspension/Blocking,5
14602bfb-c9b2-48ef-99d1-5a93f7f36144,It takes too long to verify your account,2
c3b7c9d9-2fa7-4927-93b2-8af6c99e27c0,Qa'id Albany Miami gardens Fl Ruff ryders,5
64dffd2a-1f1a-4e27-bf80-39aa9ea45a5e,Amazing and wonderful,5
0d96a803-2956-4623-91fc-746d8a6654c2,Other,5
6d7ead89-564d-43cf-ad04-ffbe738f4765,I can't see my notifications 😕,1
c054fe2d-3d6a-4c93-a62c-36ec882238f4,I am best,5
862aa93b-774d-40fd-9a54-537abe6e6b10,ভালো,5
03b435af-3a7d-4a56-b708-766d92daf79c,eh..,3
72b5336a-9259-4973-9506-f6e28e12d331,May Facebook acunt like me plese,5
cd521719-e357-42b4-960f-6b55633501e2,"""The topic of interest""...",3
2e72d0b8-c668-4253-ad18-1ec81e3ff3a9,This is the worst app I've ever seen. It's horrible and you get banned for no reason. And also I have a new profile and is inappropriate stuff suggested up the wazoo. I would much rather suggest smashing your head against the back then downloading this app.,1
caa481fb-f57f-4515-bbc2-2216e60b41d3,😍😍😍😍,5
bfd06703-a683-4fdf-bf19-b13c74efe95e,Not a good app allows hackers to access your account and hard to retrie2źve account back,1
3ff816c5-7b56-425a-97fb-ddd566483b31,Funking app,1
fa526ae6-57ec-4fbd-b30f-d51090605062,Ones this was best app not now,1
33d9ca0f-7fbb-4f89-9508-e55ca3f6d8ae,Great 👍,5
857f1f65-38a3-4138-82d7-1ed90c964c53,no words,5
81fcfccb-bf8e-422c-b35e-3a939687e8da,nice app,2
9495806f-8c4d-4c73-849e-2d4f5019b9a3,Facebook is run like an activist organization,1
a76f7c86-9abe-4b96-ae45-f9ef74fea4e8,Now we are getting updates with no explanation of what is being installed but we are expected to blindly trust a company that repeatedly violates our privacy for profit. Yet again we have options to block annoying and unwanted features removed there by forcing users to endure unwanted aspects with no option other than deleting and leaving.,1
9a2f430f-d688-47a8-997b-9ec7e2a04f63,Durlabh Kashyap,2
6c286187-d978-4a4f-a7ba-cb778ff0d0bb,Keep seeing the same video can't get rid of them even tho I keep trying to,1
f396bfc4-3a5b-4350-bae5-f666bfcfcf58,Deactivated my accounts without cause. 15+ years of family photos and memories. No way to reach anyone for any help.,1
84759e4e-efda-4366-9b1e-8bc5c94b1a47,Back bottan is not working i heat that,1
f82e2ae0-fd79-4c22-9dad-3c257714e567,Not getting notifications on my posts or comments. How can I keep up with current discussions?,2
bb64cdfe-92e1-4253-8d57-6c7de166a894,The app is too big...,3
141c491b-71ec-47bf-8b89-88cfeb52b094,"No good.. no good. Meta; downloading, verifying, repeats.",1
22c241d0-5a3a-4770-b209-35bc316bbbb6,Puja kumari ram,5
8cae3586-7d52-4599-9156-50b54cc9d062,So bad,5
e77bf3f1-0f6a-488b-ae95-905581b047ea,Op,5
0b7f8178-3793-4ee3-a7cb-e715b4366490,Rydeyui,5
d2a8567e-34be-4e83-a25c-5bb135bc3521,Magandang umaga,5
3f4b8fe1-2645-48de-b0f6-a413593784b5,So very good to the contents uploaded,5
df9f624c-ac5f-41fb-a9ee-0039bda75f98,its slow my device,1
4286e0ff-3f18-49d1-93c1-8ba4368f5628,1vk1vwv1avvav1c1c gxvava vacation cava available aàaav aavxa 3aaaaa3a3av v133 avqcs. V. Q c.c cqqqqqqqqqqqqqqqqqqqqqqqvqvcqqqcvcqqcvqqqsl,3
65763001-4501-487a-9034-e1ca6bec5fe5,वीरेंद्र कुमार,2
